id,title,score,members,demographic,tags
30707,Repaint,,123,,Hentai
30859,High School DxD,7.55,28057,Shounen,"Comedy, Fantasy, Romance, Ecchi, Harem, School"
30919,Kazagake Shoujogumi!,,93,Shounen,Racing
30935,Mars,6.76,1119,Shounen,"Action, Sci-Fi, Mecha"
30977,Love in Hell,6.99,16997,,"Comedy, Romance, Supernatural, Ecchi"
30987,Haikyuu!!,7.43,12090,Shounen,"Sports, School, Team Sports"
31109,Yume Miru Ojousama to Bokura no Aijou,,97,,Hentai
31165,Shieno Final,,57,Shoujo,"Horror, Supernatural"
31217,Because It Is There!!!,,153,Shounen,"Comedy, Ecchi"
31223,Close Up,,175,,"Adventure, Comedy, Romance, Slice of Life"
31301,Kuro Tenkousei,6.78,1387,Shoujo,"Drama, Mystery, Supernatural, Psychological"
31313,Fizon Core,6.45,671,Shoujo,"Action, Supernatural"
31315,Summer Switch,6.84,1141,,Boys Love
31377,Young Miss Holmes,6.94,464,Seinen,"Mystery, Historical"
31613,Orlelian no Kishi Hime,6.25,1481,Shoujo,"Comedy, Fantasy, Romance"
31785,Kyoudai Ijou Koibito Miman,,184,,Hentai
31831,Puri Puri Mermaid,,68,,Hentai
31933,Ekubo!,,44,Seinen,
31979,Shin Kobo-chan,,80,Seinen,"Comedy, Slice of Life"
31981,Wiseman,,187,Seinen,"Action, Horror, Sci-Fi, Supernatural"
32155,Land Escape,6.46,210,Shoujo,"Romance, Slice of Life"
32177,Cat of Albarose: Night Walker,,621,Shoujo,"Action, Horror"
32225,Nyanko Kareshi,,110,,"Boys Love, Erotica"
32277,Yawaraka na Yuuutsu,,330,,"Boys Love, Erotica"
32575,Kasumi no Mori,,248,,Hentai
32581,Futsuu ja Dame nano...,,87,,Hentai
32601,Little Love Heart,,163,,Hentai
32747,Strange Sex In Parallel Worlds,6.61,306,,Hentai
32873,Kachuu no Ou,6.0,593,Shoujo,Drama
32901,Miagete Goran,,120,Shounen,Sports
32983,Futekinai Ongaku,,79,,"Boys Love, Romance, Erotica"
32991,The Book: JoJo's Bizarre Adventure 4th Another Day,7.57,4187,Shounen,"Action, Comedy, Mystery, Supernatural"
33183,Minami's Lover,6.86,640,,"Fantasy, Romance"
33289,GM Rimix,6.64,363,,Hentai
33327,Tokyo Ghoul,8.55,555310,Seinen,"Action, Fantasy, Horror, Gore, Psychological, Urban Fantasy"
33337,Uchuu Senkan Yamato,,134,,"Action, Adventure, Sci-Fi, Mecha, Military"
33645,E.re.ga,,40,Shoujo,
33857,Tenjou no Ai Chijou no Koi,,108,Shoujo,"Boys Love, Historical"
33985,Shinkota,,181,,"Boys Love, Erotica"
34041,Sweet Pool Comic Anthology,,173,,"Boys Love, Erotica"
34397,Saint Bloom Gakuen: 12 Tsuki no Hanakishi,,91,Shoujo,"Fantasy, Romance, School"
34627,Yumekuri,6.88,3604,Seinen,"Supernatural, Ecchi"
34695,Ai Yuugi,,247,Shoujo,"Drama, Romance, Harem"
34749,Double Marriage,,338,Seinen,Romance
34791,Himeyaka na Tousaku,6.33,2805,Shoujo,"Comedy, Romance"
34821,Yonaka ni Daidokoro de,,62,,"Boys Love, Erotica"
35001,Danshaku no Aijin,6.72,486,,"Boys Love, Erotica"
35031,7th Dragon the Comic,6.46,558,Shounen,"Action, Adventure, Fantasy"
35155,Toaru Hikuushi e no Koiuta,,778,,"Adventure, Drama, Romance, Military"
35209,Mikity Blood 0,,235,Shounen,"Adventure, Horror, Supernatural, High Stakes Game, Strategy Game"
35261,Tail Star,7.19,3262,Seinen,"Action, Adventure, Comedy, Fantasy, Romance, Supernatural, Martial Arts"
35315,Accel World/Dural: Magisa Garden,7.19,2753,,"Action, Sci-Fi, School"
35321,Kidou Senshi Gundam AGE: Second Evolution,,273,Shounen,"Action, Drama, Sci-Fi, Mecha"
35373,TiG-HuG Planet,7.31,5958,Shoujo,"Comedy, Romance, School"
35477,Tomoshibi,6.47,563,Seinen,Slice of Life
35637,Flowernoid no Shuufukushi,7.21,992,Shounen,
35755,Chitose Get You!!,6.58,847,,"Comedy, Romance, Slice of Life, School"
35815,Piyocolate,,34,Shoujo,
36069,Kono Koi ni Namidasuru!,,206,Shoujo,"Romance, School"
36107,Mayokohama Ramen Sanshimai,,72,Shounen,Comedy
36187,Himitsu Nandakedo,,142,,"Boys Love, Comedy, Romance, Erotica"
36507,The Fox's Kiss,7.38,5212,Shoujo,"Fantasy, Romance, Mythology, School"
36535,Attack on Titan: Junior High,7.06,10002,Shounen,"Comedy, Parody, School"
36591,Legend of Regios,,372,,Sci-Fi
36645,Naipes,,81,,"Action, Supernatural, Strategy Game"
36715,Manyuu,,328,,Hentai
36717,Joujuu Senjin!! Mushibugyou,7.44,6087,Shounen,"Action, Fantasy, Historical, Samurai"
36723,The Devil Is a Part-Timer!,7.74,39311,,"Comedy, Supernatural"
36771,Tomodachi Ijou,6.56,753,Shoujo,Slice of Life
37065,It is a Dynamite with You!!,,204,,"Boys Love, Erotica"
37107,Do Da Dancin'!,,341,Josei,"Drama, Romance, Performing Arts"
37413,Hata Kenjiro Shoki Sakuhinshuu: Hayate no Gotoku! no Mae,6.64,594,Shounen,"Action, Comedy, Supernatural"
37431,Devil's Cinderella,,205,Shoujo,Romance
37561,Devilman Grimoire,6.62,3890,Seinen,"Action, Drama, Horror, Supernatural, Mythology"
37577,Kakushidere: Hidden Love,6.86,1061,,Hentai
38217,Loli to Boin,,171,,Hentai
38253,Misao My Love,,285,,Hentai
38417,Inraku Yuugi,,75,,Hentai
38453,Hiza no Ue no Tanashi-san,6.86,429,,Hentai
38523,Kanojo no Bitai,6.61,373,,Hentai
38541,Yume-iro Hanjuku Tamago,,374,,Hentai
38573,Junai Sadistic,6.43,433,,Hentai
38691,Oyome-sama Honey Days♥,,395,,Hentai
38837,Wagamama na Tarechichi,6.9,1266,,Hentai
38873,Meikyuu Gakuen,,104,,"Hentai, School"
39071,Platonic Form,,51,Seinen,Slice of Life
39231,Wizardry Zeo,6.77,1415,Shounen,"Action, Adventure, Fantasy"
39427,Damned,6.11,745,Seinen,"Action, Sci-Fi"
39473,Boku to Kanojo no Shujuu Kankei,6.74,529,,Hentai
39571,2x1,,221,,Hentai
39669,Touhai: Hitobashira-hen,,363,Seinen,Strategy Game
39719,Dear Tear,7.01,1225,Josei,"Drama, Romance, School"
39751,Mahou Tsukai Nara Miso wo Kue!,,324,Shounen,Fantasy
39885,Ibitsuna,6.77,803,,Hentai
40061,Don't Believe Her,6.83,449,,"Comedy, Romance, School"
40937,"Oh, My Romantic Kumiho",6.94,663,Shoujo,"Fantasy, Romance, Supernatural"
40989,Oz to Mahoutsukaitachi,,86,Shoujo,"Boys Love, Fantasy, Romance, Supernatural"
41113,Urahara,,55,,"Boys Love, Erotica"
41121,Smile Precure!: Precure Collection,,465,,"Fantasy, Mahou Shoujo"
41127,Kage ni Saku Hana,7.07,1331,Shoujo,"Adventure, Comedy, Romance, Supernatural, Historical"
41167,Sweet Mission,,374,,Boys Love
41365,Lawman,,96,Seinen,"Action, Adventure, Comedy"
41403,I'll Call You Mine,,154,,"Boys Love, Erotica"
41489,Shishunki na Adam: Evil Eyes,6.5,7635,Seinen,"Action, Comedy, Romance, Supernatural, Ecchi, Harem, School"
41629,Hyouka,8.05,21459,Shounen,"Drama, Mystery, Slice of Life, School"
41749,Best Couple,6.07,609,Shoujo,Romance
41767,Ritou no Umi,6.77,1682,,"Adventure, Comedy, Slice of Life"
41905,Oujo-sama to Bodyguard,6.53,328,Josei,Romance
42001,Song of the Long March,8.44,32504,,"Action, Adventure, Drama, Historical"
42167,Namida Hanamizu Gushogusho Danshi,6.93,2333,,"Boys Love, Erotica"
42337,Happiness for You.,6.96,10242,Shoujo,"Comedy, Romance, Slice of Life, School"
42353,Fortune Quest,,152,,"Action, Adventure, Fantasy"
42687,Irokoi Sata,,63,,"Boys Love, Erotica"
42777,Tama ni Onegai!,6.22,438,,"Boys Love, Comedy"
42781,Do S na Oniichan to no Atarashii Koi no Hajimekata Oshiete Kudasai!,6.26,1727,Shoujo,"Comedy, Romance"
42785,Kuro no Shishi,6.55,844,Shounen,"Adventure, Historical"
42817,Diamond Step,,94,Shoujo,"Romance, Sports"
42839,Midara na Shisen,6.48,401,,Hentai
43059,Kimi no Ie Made,,138,,Hentai
43189,Hatsukoi Motion,6.94,525,,Hentai
43225,Nemuri Hime,,210,,Hentai
43273,My Mikage-san,7.11,906,,Hentai
43317,Aventure 21,,618,,"Adventure, Sci-Fi"
43663,B-Curse,6.41,255,Shoujo,"Fantasy, Supernatural"
43713,Shinba Shounen to Nemuru Kyojin,,88,Shoujo,Supernatural
43949,Sensei Sayounara,,138,Shoujo,Romance
44047,Yama Hime no Mi,,292,,Hentai
44177,Kanojo no Kare,5.62,449,Shoujo,Horror
44229,Danganronpa 2: Chiaki Nanami's Goodbye Despair Quest,6.82,2236,Shounen,"Action, Horror, Mystery, Psychological, School"
44243,Super Danganronpa 2: Sayonara Zetsubou Gakuen - 4-koma KINGS,7.14,1471,,"Action, Comedy, Mystery, Psychological, School"
44365,Tokyo Photograph,6.66,589,Shoujo,"Comedy, Romance"
44441,"Zenryaku, Yuri no Sono yori",7.36,5005,,"Comedy, Girls Love, Slice of Life, School"
44657,Magical Mint Night,,33,Shoujo,
44811,Sabaku no Lion,,48,Josei,Romance
44835,Bride of Diaz,,48,Josei,Romance
44887,Hokori,,203,Shoujo,"Comedy, Romance"
44925,Card Master,,126,Shoujo,Supernatural
45099,Sunday's Child,,76,,"Boys Love, Drama, Slice of Life, Supernatural"
45111,"Oh, And a Bowl of Moxa is Coming",,60,,"Boys Love, Erotica"
45119,My Sempai,,188,,"Boys Love, Comedy, Slice of Life"
45191,Ties of Compassion,7.09,956,,"Comedy, Drama, Romance, Slice of Life, School"
45227,Amai Kusuri,,192,,"Boys Love, Hentai"
45235,Megane Apartment,,438,Shoujo,"Romance, Reverse Harem"
45263,Pride,,130,Seinen,"Sports, Team Sports"
45353,Yuyushiki,7.46,3100,,"Comedy, Slice of Life, CGDCT, Gag Humor, School"
45391,Taiiku Souko no Kokuhaku,6.5,391,,Hentai
45413,Hatsujou Exorcist: Harau to Hatsujou suru Ojousama ni Tsukaetemasu.,,110,,"Supernatural, Hentai"
45531,Otona no Tokken,,112,,"Boys Love, Erotica"
45543,Namaiki-Zakari!,,162,,"Romance, Hentai"
45557,Youkai Hunter: Yami no Kyakujin,,293,Seinen,"Horror, Mystery, Supernatural, Mythology"
45561,Hakuryuu Legend,,212,Seinen,"Drama, Organized Crime"
45632,Sol Trigger,,236,Shounen,"Action, Fantasy"
45743,OOxKokuhakuxOre,6.53,335,,"Boys Love, Romance"
46008,Kaguya: Tsuki no Usagi no Gin no Hakobune,,221,,"Comedy, Romance, Ecchi"
46028,Vision Noa,,80,Seinen,"Mystery, Supernatural, Super Power"
46044,The Onanie Supporting Committee,6.7,494,,Hentai
46158,Shigatsu no Hina,6.48,874,Shoujo,"Comedy, Romance, School"
46246,Aishite Baby,6.06,1228,,"Boys Love, Erotica, School"
46554,I Love You Enough to Tie You Up,,157,,"Boys Love, Erotica"
46602,Dangan Tenshi Fan Club,6.74,6126,Seinen,"Action, Comedy, School"
46790,Only Your Hero!!,6.67,300,Shoujo,"Drama, Fantasy, Romance"
46862,Passport Blue,,93,Shounen,"Drama, Sci-Fi, Space"
46976,Ore no Kimochi mo Shiranaide,,231,,"Boys Love, Erotica"
47002,Obito no Hime to Kubinashi Kishi,6.59,2311,Shoujo,"Action, Drama, Romance"
47134,Ogre Girl Next Door,,447,Seinen,"Comedy, Supernatural, Mythology"
47276,Imouto Loveru,6.59,1115,Shounen,"Romance, Supernatural, Ecchi, Harem, School"
47437,Oniichan Complex,5.72,549,,"Drama, Crossdressing, School"
47487,Momo no Musume!,5.34,6218,Seinen,"Comedy, Romance, Slice of Life, Ecchi, Harem"
47637,1-nen C-gumi Yoshida-gakari,6.61,697,Josei,"Comedy, School"
47677,Pico-Pico Boy,,287,,"Slice of Life, Memoir"
47719,Layla & Rei,,85,Shounen,Sci-Fi
47921,Wet Moon,7.17,2949,Seinen,Mystery
48019,Unmeitte Koto ni Shimasen ka?,,81,,"Boys Love, Erotica"
48241,Natsu to Fuyu node Au Basho,6.4,1216,,"Boys Love, Drama, Erotica"
48299,Dragon Jam,,292,Seinen,"Sports, Team Sports"
48399,No Game No Life,8.41,62816,,"Comedy, Fantasy, Ecchi, Isekai, Strategy Game"
48441,Danganronpa 2: Ultimate Luck and Hope and Despair,7.32,5392,,Mystery
48443,Daite Miyagare!,,71,,"Boys Love, Erotica"
48677,Inu to Ojousama,,50,Shoujo,"Romance, School"
48715,Giacomo Foscali,,106,Josei,"Slice of Life, Historical"
48869,Material Puzzle: Zero Kreuz,,178,Shounen,"Adventure, Fantasy"
48895,Bannou Kanteishi Q no Jikenbo,7.1,961,Seinen,Mystery
49017,Shino Can't Say Her Name,6.6,11936,,School
49055,Godzilla vs. Mechagodzilla: Kessenshi,,238,Seinen,"Action, Fantasy, Horror, Sci-Fi"
49233,Kare to Kanojo ga Uso wo Tsuku Hi,,403,Shoujo,"Drama, Romance, School"
49397,May I be in love with you?,7.3,13664,Shoujo,Romance
49433,Nikudore Shigan,6.63,334,,Hentai
49473,"Kaichou, Suki tte Ittemo Ii desu ka?",7.08,6737,Shoujo,"Romance, School"
49505,Houkago Play: High Heels,,516,,"Comedy, Romance, Slice of Life, School"
49557,Karei ni Shite Rifujin,,75,,"Action, Boys Love, Erotica"
49611,Hal,7.26,6613,Shoujo,"Romance, Sci-Fi"
49755,Cute Devil Girlfriend,7.27,3395,,"Supernatural, Hentai, School"
